itemCollection_shopItems_researchProgression,,,
Weapon_PPC_PPC_2-Ceres_Arms,Weapon,1,4
Weapon_PPC_PPC_2-Donal,Weapon,1,4
Weapon_PPC_PPC_2-Tiegart,Weapon,1,4
Weapon_PPC_PPCSnub_2-Ceres_Arms,Weapon,1,4
Weapon_PPC_PPCSnub_2-Donal,Weapon,1,4
Weapon_PPC_PPCSnub_2-Magna,Weapon,1,4
Weapon_Narc_Standard_1-Ceres_Arms,Weapon,1,4
Weapon_Narc_Standard_2-Kali_Yama,Weapon,1,3
Weapon_TAG_Standard_1-Mendham,Weapon,1,3
Weapon_TAG_Standard_2-Ceres_Arms,Weapon,1,2
Weapon_Narc_Standard_0-STOCK,Weapon,1,3
Weapon_TAG_Standard_0-STOCK,Weapon,1,3
Weapon_Autocannon_LB2X_1-Defiance,Weapon,1,2
Weapon_Autocannon_LB2X_2-Defiance,Weapon,1,1
Weapon_Autocannon_LB5X_1-GM,Weapon,1,2
Weapon_Autocannon_LB5X_2-GM,Weapon,1,1
Weapon_Autocannon_LB10X_1-Western,Weapon,1,2
Weapon_Autocannon_LB10X_2-Western,Weapon,1,1
Weapon_Autocannon_LB20X_1-Shengli_Arms,Weapon,1,2
Weapon_Autocannon_LB20X_2-Shengli_Arms,Weapon,1,1
Weapon_Autocannon_UAC2_1-Imperator,Weapon,1,2
Weapon_Autocannon_UAC2_2-Imperator,Weapon,1,1
Weapon_Autocannon_UAC5_1-Mydron,Weapon,1,2
Weapon_Autocannon_UAC5_2-Mydron,Weapon,1,1
Weapon_Autocannon_UAC10_1-Federated,Weapon,1,2
Weapon_Autocannon_UAC10_2-Federated,Weapon,1,1
Weapon_Autocannon_UAC20_1-Kali_Yama,Weapon,1,2
Weapon_Autocannon_UAC20_2-Kali_Yama,Weapon,1,1
Weapon_Autocannon_UAC2_2-Imperator,Weapon,1,1
Weapon_Autocannon_UAC5_2-Mydron,Weapon,1,1
Weapon_Autocannon_UAC10_2-Federated,Weapon,1,1
Weapon_Autocannon_UAC20_2-Kali_Yama,Weapon,1,1
Weapon_Autocannon_LB2X_2-Defiance,Weapon,1,1
Weapon_Autocannon_LB10X_1-Western,Weapon,1,1
Weapon_Autocannon_LB10X_2-Western,Weapon,1,1
Weapon_Autocannon_LB5X_2-GM,Weapon,1,1
Weapon_Autocannon_LB10X_2-Western,Weapon,1,1
Weapon_Autocannon_LB20X_2-Shengli_Arms,Weapon,1,1
