itemCollection_shopItems_starleagueProgression,,,
Weapon_Gauss_Gauss_1-M7,Weapon,1,3
Weapon_Gauss_Gauss_2-M9,Weapon,1,1
Weapon_Laser_LargeLaserER_1-Blankenburg25,Weapon,1,3
Weapon_Laser_LargeLaserER_2-BlazeFire,Weapon,1,1
Weapon_Laser_MediumLaserER_1-MagnaVI,Weapon,1,3
Weapon_Laser_MediumLaserER_2-BrightBloom,Weapon,1,1
Weapon_Laser_SmallLaserER_1-Diverse_Optics,Weapon,1,3
Weapon_Laser_SmallLaserER_2-BlazeFire,Weapon,1,1
Weapon_Laser_LargeLaserPulse_1-Thunderbolt12,Weapon,1,3
Weapon_Laser_LargeLaserPulse_2-Exostar,Weapon,1,1
Weapon_Laser_MediumLaserPulse_1-RakerIV,Weapon,1,3
Weapon_Laser_MediumLaserPulse_2-Magna400P,Weapon,1,1
Weapon_Laser_SmallLaserPulse_1-Maxell,Weapon,1,3
Weapon_Laser_SmallLaserPulse_2-Magna200P,Weapon,1,1
Weapon_PPC_PPCER_1-MagnaFirestar,Weapon,1,3
Weapon_PPC_PPCER_2-TiegartMagnum,Weapon,1,1
Weapon_PPC_PPCSnub_1-Ceres_Arms,Weapon,1,2
Weapon_PPC_PPCSnub_1-Donal,Weapon,1,2
Weapon_PPC_PPCSnub_1-Magna,Weapon,1,2
Weapon_PPC_PPCSnub_2-Ceres_Arms,Weapon,1,4
Weapon_PPC_PPCSnub_2-Donal,Weapon,1,4
Weapon_PPC_PPCSnub_2-Magna,Weapon,1,4
Weapon_Narc_Standard_1-Ceres_Arms,Weapon,1,4
Weapon_Narc_Standard_2-Kali_Yama,Weapon,1,3
Weapon_TAG_Standard_1-Mendham,Weapon,1,3
Weapon_TAG_Standard_2-Ceres_Arms,Weapon,1,2
Weapon_Autocannon_LB2X_1-Defiance,Weapon,1,2
Weapon_Autocannon_LB2X_2-Defiance,Weapon,1,1
Weapon_Autocannon_LB5X_1-GM,Weapon,1,2
Weapon_Autocannon_LB5X_2-GM,Weapon,1,1
Weapon_Autocannon_LB10X_1-Western,Weapon,1,2
Weapon_Autocannon_LB10X_2-Western,Weapon,1,1
Weapon_Autocannon_LB20X_1-Shengli_Arms,Weapon,1,2
Weapon_Autocannon_LB20X_2-Shengli_Arms,Weapon,1,1
Weapon_Autocannon_UAC2_1-Imperator,Weapon,1,2
Weapon_Autocannon_UAC2_2-Imperator,Weapon,1,1
Weapon_Autocannon_UAC5_1-Mydron,Weapon,1,2
Weapon_Autocannon_UAC5_2-Mydron,Weapon,1,1
Weapon_Autocannon_UAC10_1-Federated,Weapon,1,2
Weapon_Autocannon_UAC10_2-Federated,Weapon,1,1
Weapon_Autocannon_UAC20_1-Kali_Yama,Weapon,1,2
Weapon_Autocannon_UAC20_2-Kali_Yama,Weapon,1,1
Weapon_Autocannon_UAC2_2-Imperator,Weapon,1,1
Weapon_Autocannon_UAC5_2-Mydron,Weapon,1,1
Weapon_Autocannon_UAC10_2-Federated,Weapon,1,1
Weapon_Autocannon_UAC20_2-Kali_Yama,Weapon,1,1
Weapon_Autocannon_LB2X_2-Defiance,Weapon,1,1
Weapon_Autocannon_LB10X_1-Western,Weapon,1,1
Weapon_Autocannon_LB10X_2-Western,Weapon,1,1
Weapon_Autocannon_LB5X_2-GM,Weapon,1,1
Weapon_Autocannon_LB10X_2-Western,Weapon,1,1
Weapon_Autocannon_LB20X_2-Shengli_Arms,Weapon,1,1
Gear_Actuator_Coventry_Alpha,Upgrade,1,5
Gear_Actuator_Friedhof_Cronos,Upgrade,1,5
Gear_Cockpit_Majesty_M_M_MagestrixAlpha,Upgrade,1,4
Gear_Cockpit_StarCorps_Dalban,Upgrade,1,4
Gear_Gyro_Hermes_Equilibrium,Upgrade,1,3
Gear_TargetingTrackingSystem_RCA_InstaTrac-XII,Upgrade,1,2
Gear_TargetingTrackingSystem_Hartford_S2000,Upgrade,1,2
Gear_TargetingTrackingSystem_Kallon_Lock-On,Upgrade,1,2
Gear_HeatSink_Generic_Double,HeatSink,1,2
Ammo_AmmunitionBox_Generic_LB2X,AmmunitionBox,1,2
Ammo_AmmunitionBox_Generic_LB5X,AmmunitionBox,1,2
Ammo_AmmunitionBox_Generic_LB10X,AmmunitionBox,1,2
Ammo_AmmunitionBox_Generic_LB20X,AmmunitionBox,1,2
Ammo_AmmunitionBox_Generic_GAUSS,AmmunitionBox,1,2
Ammo_AmmunitionBox_Generic_Narc,AmmunitionBox,1,2
