itemCollection_Mechs_Starting_0_Pirate,,,
mechdef_blackjack_BJ-I,Mech,1,1
mechdef_blackjack_BJ-P,Mech,1,1
mechdef_blackjack_BJ-Q,Mech,1,1
mechdef_centurion_CN-I,Mech,1,1
mechdef_centurion_BJ-P,Mech,1,1
mechdef_centurion_CN-Q,Mech,1,1
mechdef_enforcer_ENF-I,Mech,1,1
mechdef_enforcer_ENF-P,Mech,1,1
mechdef_enforcer_ENF-Q,Mech,1,1
mechdef_phoenixhawk_PXH-I,Mech,1,1
mechdef_phoenixhawk_PXH-P,Mech,1,1
mechdef_phoenixhawk_PXH-Q,Mech,1,1
mechdef_vindicator_VND-I,Mech,1,1
mechdef_vindicator_VND-P,Mech,1,1
mechdef_vindicator_VND-Q,Mech,1,1
