itemCollection_Upgrades_uncommon_Weapons,,,
Gear_Actuator_Coventry_B40-Extended,Upgrade,1,4
Gear_Actuator_Coventry_X75-Standard,Upgrade,1,4
Gear_Actuator_Friedhof_Behemoth,Upgrade,1,4
Gear_Actuator_Friedhof_Perseus,Upgrade,1,4
Gear_Actuator_Pitban_Kangaroo,Upgrade,1,4
Gear_Actuator_Rawlings_Omicron,Upgrade,1,4
Gear_Cockpit_Ceres_Metals_Hardened,Upgrade,1,4
Gear_Cockpit_Majesty_M_M_120KL,Upgrade,1,4
Gear_Cockpit_StarCorps_Enhanced,Upgrade,1,4
Gear_Gyro_Coventry_Mark-95,Upgrade,1,4
Gear_Gyro_Friedhof_Kite,Upgrade,1,4
Gear_Gyro_Rawlings_StabiliTrak-5,Upgrade,1,4
Gear_HeatSink_Generic_Thermal-Exchanger-I,HeatSink,1,4
Weapon_Autocannon_AC10_2-Defiance,Weapon,1,2
Weapon_Autocannon_AC10_2-Federated,Weapon,1,2
Weapon_Autocannon_AC10_2-Imperator,Weapon,1,2
Weapon_Autocannon_AC10_2-Kali_Yama,Weapon,1,2
Weapon_Autocannon_AC10_2-Mydron,Weapon,1,2
Weapon_Autocannon_AC2_2-Defiance,Weapon,1,3
Weapon_Autocannon_AC2_2-Federated,Weapon,1,3
Weapon_Autocannon_AC2_2-Imperator,Weapon,1,3
Weapon_Autocannon_AC2_2-Kali_Yama,Weapon,1,3
Weapon_Autocannon_AC2_2-Mydron,Weapon,1,3
Weapon_Autocannon_AC20_2-Defiance,Weapon,1,1
Weapon_Autocannon_AC20_2-Federated,Weapon,1,1
Weapon_Autocannon_AC20_2-Imperator,Weapon,1,1
Weapon_Autocannon_AC20_2-Kali_Yama,Weapon,1,1
Weapon_Autocannon_AC20_2-Mydron,Weapon,1,1
Weapon_Autocannon_AC5_2-Defiance,Weapon,1,2
Weapon_Autocannon_AC5_2-Federated,Weapon,1,2
Weapon_Autocannon_AC5_2-Imperator,Weapon,1,2
Weapon_Autocannon_AC5_2-Kali_Yama,Weapon,1,2
Weapon_Autocannon_AC5_2-Mydron,Weapon,1,2
Weapon_Flamer_Flamer_2-Olympus,Weapon,1,3
Weapon_Flamer_Flamer_2-Olympus,Weapon,1,3
Weapon_Laser_LargeLaser_2-Diverse_Optics,Weapon,1,2
Weapon_Laser_LargeLaser_2-ExoStar,Weapon,1,2
Weapon_Laser_LargeLaser_2-Intek,Weapon,1,2
Weapon_Laser_LargeLaser_2-Magna,Weapon,1,2
Weapon_Laser_MediumLaser_2-Diverse_Optics,Weapon,1,3
Weapon_Laser_MediumLaser_2-ExoStar,Weapon,1,3
Weapon_Laser_MediumLaser_2-Intek,Weapon,1,3
Weapon_Laser_MediumLaser_2-Magna,Weapon,1,3
Weapon_Laser_SmallLaser_2-Diverse_Optics,Weapon,1,4
Weapon_Laser_SmallLaser_2-ExoStar,Weapon,1,4
Weapon_Laser_SmallLaser_2-Intek,Weapon,1,4
Weapon_Laser_SmallLaser_2-Magna,Weapon,1,4
Weapon_LRM_LRM10_2-Delta,Weapon,1,3
Weapon_LRM_LRM10_2-LongFire,Weapon,1,3
Weapon_LRM_LRM10_2-Telos,Weapon,1,3
Weapon_LRM_LRM10_2-Zeus,Weapon,1,3
Weapon_LRM_LRM15_2-Delta,Weapon,1,2
Weapon_LRM_LRM15_2-LongFire,Weapon,1,2
Weapon_LRM_LRM15_2-Telos,Weapon,1,2
Weapon_LRM_LRM15_2-Zeus,Weapon,1,2
Weapon_LRM_LRM20_2-Delta,Weapon,1,1
Weapon_LRM_LRM20_2-LongFire,Weapon,1,1
Weapon_LRM_LRM20_2-Telos,Weapon,1,1
Weapon_LRM_LRM20_2-Zeus,Weapon,1,1
Weapon_LRM_LRM5_2-Delta,Weapon,1,4
Weapon_LRM_LRM5_2-LongFire,Weapon,1,4
Weapon_LRM_LRM5_2-Telos,Weapon,1,4
Weapon_LRM_LRM5_2-Zeus,Weapon,1,4
Weapon_PPC_PPC_2-Ceres_Arms,Weapon,1,2
Weapon_PPC_PPC_2-Ceres_Arms,Weapon,1,2
Weapon_PPC_PPC_2-Donal,Weapon,1,2
Weapon_PPC_PPC_2-Donal,Weapon,1,2
Weapon_PPC_PPC_2-Tiegart,Weapon,1,2
Weapon_PPC_PPC_2-Tiegart,Weapon,1,2
Weapon_SRM_SRM2_2-Holly,Weapon,1,4
Weapon_SRM_SRM2_2-Irian,Weapon,1,4
Weapon_SRM_SRM2_2-Valiant,Weapon,1,4
Weapon_SRM_SRM4_2-Holly,Weapon,1,3
Weapon_SRM_SRM4_2-Irian,Weapon,1,3
Weapon_SRM_SRM4_2-Valiant,Weapon,1,3
Weapon_SRM_SRM6_2-Holly,Weapon,1,2
Weapon_SRM_SRM6_2-Irian,Weapon,1,2
Weapon_SRM_SRM6_2-Valiant,Weapon,1,2
