itemCollection_Mechs_Marik_Medium,,,
mechdef_vulcan_VL-2T,Mech,1,44
mechdef_cicada_CDA-2A,Mech,1,27
mechdef_assassin_ASN-21,Mech,1,13
mechdef_vulcan_VL-5T,Mech,1,4
mechdef_centurion_CN9-A,Mech,1,13
mechdef_blackjack_BJ-1,Mech,1,19
mechdef_trebuchet_TBT-5S,Mech,1,7
mechdef_phoenixhawk_PXH-1,Mech,1,139
mechdef_hunchback_HBK-4G,Mech,1,91
mechdef_shadowhawk_SHD-2H,Mech,1,44
mechdef_hunchback_HBK-4H,Mech,1,4
mechdef_hunchback_HBK-4N,Mech,1,4
mechdef_wolverine_WVR-6R,Mech,1,27
mechdef_hunchback_HBK-4P,Mech,1,7
mechdef_crab_CRB-27,Mech,1,4
mechdef_hunchback_HBK-4J,Mech,1,4
mechdef_trebuchet_TBT-5N,Mech,1,55
mechdef_trebuchet_TBT-5J,Mech,1,27
mechdef_griffin_GRF-1N,Mech,1,55
mechdef_wolverine_WVR-6M,Mech,1,39
